"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-04-30",,,"0.71",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-01",,,"0.20",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-02",,,"0.04",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-08",,,"0.04",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-09",,,"0.30",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-10",,,"0.15",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-13",,,"1.30",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-14",,,"0.00","0.0",
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-15",,,"0.09",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-16",,,"0.00","0.0",
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-17",,,"0.00",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-18",,,"0.03",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-19",,,"0.16",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-20",,,"0.05",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-21",,,"0.03",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-23",,,"0.01",,
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-24",,,"0.00","0.0",
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-25",,,"0.00","0.0",
"US1MNKC0004","INTERNATIONAL FALLS 7.7 S, MN US","2022-05-26",,,"0.05",,
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-01",,,"0.00","0.0",
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-02",,,"0.00","0.0",
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-03",,,"0.00","0.0",
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-04",,,"0.00",,
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-05",,,"0.08",,
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-13",,,"0.09","1.1",
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-15",,,"0.00","0.0",
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-16",,,"0.04",,
"US1MNKC0008","INTERNATIONAL FALLS 1.1 NW, MN US","2022-01-17",,,"0.03","0.6",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-02",,,"0.05",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-03",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-05",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-06",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-07",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-08",,,"0.04",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-09",,,"0.39",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-10",,,"0.11",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-11",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-12",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-13",,,"0.87",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-22","    9","0.37",,,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-23",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-24",,,"0.05",,
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-25",,,"0.00","0.0",
"US1MNKC0007","INTERNATIONAL FALLS 10.3 E, MN US","2022-05-26",,,"0.03",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-01",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-02",,,"0.00","0.0","11.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-03",,,"0.00","0.1","11.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-04",,,"0.02","0.3","11.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-05",,,"0.02","0.5","11.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-06",,,"0.00","0.0","11.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-07",,,"0.04","0.7","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-08",,,"0.04","0.7","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-09",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-10",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-11",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-12",,,"0.09","1.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-13",,,"0.04","0.2","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-14",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-15",,,"0.00","0.0","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-16",,,"0.01","0.1","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-17",,,"0.03","0.5","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-18",,,"0.47","4.8","14.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-19",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-20",,,"0.00","0.0","16.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-21",,,"0.12","1.4","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-22",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-23",,,"0.01","0.4","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-24",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-25",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-26",,,"0.05","0.5","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-27",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-28",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-29",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-30",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-01-31",,,"0.01","0.3","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-01",,,"0.04","0.3","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-02",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-03",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-04",,,"0.01","0.2","16.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-05",,,"0.24","2.1","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-06",,,"0.02","0.5","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-07",,,"0.01","0.1","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-08",,,"0.03","0.3","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-09",,,"0.01","0.2","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-10",,,"0.25","3.3","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-11",,,"0.00","0.1","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-12",,,"0.00","0.0","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-13",,,"0.03","0.1","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-14",,,"0.00","0.0","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-15",,,"0.19","2.3","20.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-16",,,"0.00","0.0","22.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-17",,,"0.00","0.0","22.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-18",,,"0.18","3.7","22.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-19",,,"0.12","1.5","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-20",,,"0.21","2.4","26.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-21",,,"0.04","0.6","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-22",,,"0.00","0.0","26.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-23",,,"0.00","0.0","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-24",,,"0.00","0.0","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-25",,,"0.00","0.0","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-26",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-27",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-02-28",,,"0.10","1.5","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-01",,,"0.00","0.0","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-02",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-03",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-04",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-05",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-06",,,"0.00","0.1","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-07",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-08",,,"0.01","0.3","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-09",,,"0.01","0.2","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-10",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-11",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-12",,,"0.10","1.3","22.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-13",,,"0.00","0.0","24.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-14",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-15",,,"0.00","0.0","22.8"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-16",,,"0.00","0.0","20.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-17",,,"0.00","0.0","18.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-18",,,"0.00","0.0","18.1"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-19",,,"0.00","0.0","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-20",,,"0.00","0.0",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-21",,,"0.01","0.0","14.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-22",,,"1.06","12.8","16.9"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-23",,,"0.02","0.3","25.2"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-24",,,"0.00","0.0","19.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-25",,,"0.00","0.1","18.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-26",,,"0.00","0.0","18.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-27",,,"0.00","0.0",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-28",,,"0.00","0.0","16.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-29",,,"0.01","0.1","16.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-30",,,"0.00","0.0","16.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-03-31",,,"0.00","0.0","16.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-01",,,"0.00","0.0","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-02",,,"0.00","0.0","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-03",,,"0.00","0.0","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-04",,,"0.00","0.0","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-05",,,"0.24","1.1","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-06",,,"0.61","2.0","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-07",,,"0.06","0.2","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-08",,,"0.00","0.0","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-09",,,"0.00","0.0","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-10",,,"0.20","0.0","12.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-11",,,"0.14","0.3","13.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-12",,,"0.11","0.0","11.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-13",,,"0.81","4.9","11.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-14",,,"0.08","0.6","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-15",,,"0.01","0.6","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-16",,,"0.00","0.0","15.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-17",,,"0.19","3.0","18.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-18",,,"0.08","0.8","18.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-19",,,"0.00","0.0","17.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-20",,,"0.47","3.2","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-21",,,"0.00","0.0","14.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-22",,,"2.50","0.1","12.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-23",,,"1.49","0.0","12.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-24",,,"0.09","0.0","11.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-25",,,"0.03","0.9","10.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-26",,,"0.00","0.0","6.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-27",,,"0.00","0.0","4.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-28",,,"0.00","0.0","2.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-29",,,"0.11","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-04-30",,,"0.39","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-01",,,"0.27","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-02",,,"0.01","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-03",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-04",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-05",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-06",,,"0.00","0.0",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-07",,,"0.00","0.0",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-08",,,"0.31","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-09",,,"0.15","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-10",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-11",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-12",,,"1.32","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-13",,,"0.04","0.0",
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-14",,,"0.07","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-15",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-16",,,"0.00",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-17",,,"0.01","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-18",,,"0.19",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-19",,,"0.03","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-20",,,"0.02","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-21",,,"0.13","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-22",,,"0.00",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-23",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-24",,,"0.00",,"0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-25",,,"0.02",,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-26",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-27",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-28",,,"0.00","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-29",,,"2.0","0.0","0.0"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","2022-05-30",,,"1.0","0.0","0.0"

